0	-1.0108324459048457	-2.6659470626461	-9.98988715811552
.125	-.8748902406380213	-2.6645384657627966	-10.127237960266687
.25	-.73985123639221	-2.6678098376124555	-10.259005592659863
.375	-.6092350485373762	-2.669248850891431	-10.388182767239625
.5	-.4824568406780989	-2.670171534787581	-10.51403829119897
.625	-.358998934557144	-2.67085081172187	-10.636816920387446
.75	-.23855206897667908	-2.671383879683451	-10.75673071800526
.875	-.12090046947319208	-2.671796240762173	-10.873969956431761
1	-.010342775815410233	-2.668492913364395	-10.987830977486865
1.125	-.24568898418039556	-2.3948434469815085	-11.026134235501724
1.25	-.5908278866573463	-2.0167173489990904	-11.059121431008641
1.375	-1.2476547750149876	-1.3325837674241638	-11.086428124229005
1.5	-1.2453893008317432	-1.3033075626747253	-11.117969803160097
1.625	-1.2333950751031242	-1.2856995432323857	-11.147572048331813
1.75	-1.219919177659987	-1.2702800852942486	-11.176467403714192
1.875	-1.2075384213747056	-1.253645156392798	-11.205483088896742
2	-1.196075970081659	-1.2360204887857993	-11.23457020779782
2.125	-1.1823592076578662	-1.2221497301849784	-11.262157728825454
2.25	-1.1704391210911016	-1.2067734154901424	-11.289454130086144
2.375	-1.1555001802645901	-1.1950595133111694	-11.31610697309235
2.5	-1.1429895080698864	-1.180849740216022	-11.342827418382264
2.625	-1.1312214569622254	-1.1665492369187986	-11.36889597278546
2.75	-1.1173466920092254	-1.1548430447292732	-11.39447692992972
2.875	-1.1061179729645336	-1.1405496785139184	-11.419999015187265
3	-1.0932259657153856	-1.1283365236213645	-11.44510417732785
3.125	-1.0899876178001449	-1.101944164453531	-11.474734884414804
3.25	-1.0724156687254467	-1.0986741166484837	-11.495576881293767
3.375	-1.0575515057609013	-1.0911146738773372	-11.518000487028322
3.5	-1.0464412556553422	-1.0783117613484818	-11.541913649661256
3.625	-1.0339084040664288	-1.068482630545382	-11.564275632056223
3.75	-1.0233426852381937	-1.055316430111461	-11.588007551318675
3.875	-1.0109970899787637	-1.0456667782379525	-11.610002798448592
4	-1.0006534794279418	-1.0332046812958082	-11.632808505943801
4.125	-.9896941202847773	-1.0222767303413136	-11.65469581604099
4.25	-.9791414132466489	-1.010843260414871	-11.676681993004475
4.375	-.9671652619340227	-1.0020369421512298	-11.697464462582293
4.5	-.9573046781223533	-.9901779991004499	-11.719183989443739
4.625	-.9466402434219715	-.9799373008013491	-11.740089122444004
4.75	-.9361461151313578	-.9696282059585775	-11.76089234557734
4.875	-.9251436450762476	-.9605636266759622	-11.780959394913229
5	-.9161488713500154	-.9486206860522718	-11.801897109265106
5.125	-.9049839392609748	-.9404821089100047	-11.82120061849648
5.25	-.8956376799203367	-.9296657146101637	-11.841363272136958
5.375	-.8851891060768396	-.9208045656291016	-11.860672994961144
5.5	-.875590095912967	-.9110041646116717	-11.880072406141572
5.625	-.8661314268526125	-.9011438306890418	-11.8993914091248
5.75	-.8568732401037827	-.8912833879040941	-11.918510038659266
5.875	-.8472930066639877	-.8822088662148126	-11.937164793788533
6	-.8384170414620904	-.8722205270311125	-11.956029098172705
6.125	-.8285880125077792	-.8639852213428585	-11.974093432816456
6.25	-.8188589357394409	-.8558327772501726	-11.991974953679183
6.375	-.8103057083352869	-.8460797195792297	-12.010281238751421
6.5	-.8013740329789383	-.8371435360798345	-12.028149097608038
6.625	-.7928106937326461	-.8278565334767044	-12.045999439458226
6.75	-.7830296977043728	-.8206585253901681	-12.0629784435731
6.875	-.775659589646061	-.8099617029560835	-12.081045374064539
7	-.7660745749129574	-.8028731394366653	-12.097718952316402
7.125	-.7580036761204326	-.7936572306166118	-12.115005759929812
7.25	-.7489509413376519	-.7861486002562261	-12.131567125071733
7.375	-.7402738391857205	-.7782501907184601	-12.14814263676193
7.5	-.732004074938879	-.7699236428516043	-12.164738948877813
7.625	-.723472648578527	-.7621719631140359	-12.181022054974063
7.75	-.7160802855256285	-.7528734969308077	-12.19771288421078
7.875	-.7073947211970598	-.7457150364432509	-12.213556909024708
