-8.543585710143152	-8.654687869929614	-8.785713171906417	-8.862461462031419	-8.917036255869395	-9.0426385256055	-9.158517529749082	-9.243031442389077	-9.35564906757787	-9.434275980606646	-9.520172052840522	-9.639395219171961	-9.69073439982431	-9.813510431952567	-9.850253294708947	-9.970894555859278	-10.057585461656451	-9.87120934481905	-10.201067512269868	-10.309253952060425	-10.360459156390142	-10.315987789943552	-9.685950660507968	-9.709182431104537	-9.738337161304603	-9.766149961219616	-9.802460554791244	-9.83804790419371	-9.874884250078926	-9.903304061597154	-9.959839194653345	-9.993668352492527	-10.025610256023224
-8.828406948783849	-8.971070451242156	-8.996864011546748	-9.170485978043217	-9.222989819553021	-9.27583353105073	-9.364183240252135	-9.484397591020226	-9.557154927617916	-9.70347114111454	-9.784138578904038	-9.807412750043364	-9.898726419530957	-10.028774807227169	-10.113102662693127	-10.210462861609798	-10.285591290750528	-10.096723390551228	-10.414840528643222	-10.393595120118125	-10.673841331400368	-10.727928115545735	-10.654419398717417	-10.0172846346218	-10.042699339625639	-10.06962184993967	-10.107317538235398	-10.140704696883788	-10.186291674480492	-10.20903518866614	-10.243947212163535	-10.278503355594626	-10.318975650112876
-9.033944977798232	-9.206393300651172	-9.259238550903039	-9.439360329069704	-9.513102864247507	-9.600856781877958	-9.685302273080348	-9.776816010715525	-9.82894573686354	-9.94514188566253	-9.982565552929376	-10.140256915704986	-10.231705538750186	-10.251891453604905	-10.401278209273157	-10.439857369180276	-10.525766065452263	-10.647102940001911	-10.771554798678059	-10.718263855158039	-10.908719199265002	-11.00861165797654	-10.877249102539867	-10.35728319837201	-10.345227977598679	-10.371177664902232	-10.400053858731633	-10.431288968216277	-10.475615358550028	-10.507774459754334	-10.557206054672788	-10.57726662534313	-10.630443084912738
-9.333762029681685	-9.439208854963745	-9.513303900141684	-9.592459126616081	-9.738734316881528	-9.847662450226673	-9.934064008302025	-10.007017190224612	-9.65845488386587	-10.23842201575631	-10.298747340569728	-10.328818126953415	-10.463095813388756	-10.553810544441133	-10.676488282523655	-10.74309910817705	-10.830619980493912	-10.91408070563036	-10.945619766133566	-11.049742849087494	-11.182126576215273	-11.277593874305786	-11.156049995699371	-11.427311044920945	-10.663911842218608	-10.669855023450769	-10.698457360899729	-10.73228514505533	-10.764741876304107	-10.801101256594363	-10.837537060727517	-10.867215788384737	-10.923983959898354
-9.61841531855889	-9.672862896061938	-9.78199419325859	-9.857859578870913	-9.969509793024686	-10.088256052189447	-10.160426876789982	-10.302961558074323	-10.327701466008348	-10.432595661761752	-10.545015064849451	-10.63619182433013	-10.75643619872737	-10.800597316679992	-10.891622423163078	-10.978859540931154	-11.036935764786904	-11.174557239254185	-11.21833487267342	-11.278984351817027	-11.40355282536715	-11.458312126875601	-11.487775621060845	-11.66288994733261	-11.69561511939481	-10.972004688225049	-10.991819689110123	-11.021157158533478	-11.05497554658334	-11.086387269009114	-11.122703211722218	-11.15704775717781	-11.194128967213445
-9.79001118190071	-9.900669536504815	-9.996137928346378	-10.099802417135233	-10.236222419340312	-10.145286208918831	-10.388285333096956	-10.508743536589474	-10.62384681008248	-10.744071737756338	-10.822268767187868	-10.917809822502333	-10.91854707571766	-11.046139444253711	-11.108777989989735	-11.216037544053288	-11.284241287326944	-11.421413937119715	-11.488455908505667	-11.585921985338238	-11.625058609411049	-11.716208265419061	-11.844323907485395	-11.956710672824906	-11.896798533657039	-11.97378672412563	-11.28736647740478	-11.311492787191685	-11.344336016111635	-11.380541109884794	-11.409486212321983	-11.458625347016008	-11.482153072926636
-10.104237219427478	-10.170239212198497	-10.318457877049275	-10.361265554114826	-10.440337875302877	-10.572469474967235	-10.663025594882736	-10.77354889724153	-10.866611057542588	-10.947562488402303	-11.05787362935192	-11.121062642317334	-11.214814503808183	-11.210435870836546	-11.317541596740268	-11.495772687695826	-11.552545255399151	-11.505597358074265	-11.786657952495418	-11.869636591052194	-11.958481583661097	-12.053449145796252	-12.044831865971906	-12.211754833930906	-12.294905619668517	-12.341512709215205	-11.605162205839864	-11.600077057569921	-11.629278758926233	-11.660908673950216	-11.702416068118836	-11.737552420363393	-11.77486227916401
-10.3265070093198	-10.400078947664843	-10.514576821126619	-10.608174953722171	-10.746301634780032	-10.813451727718	-10.888776645351369	-11.01248798977685	-11.11297011546097	-11.170035844001868	-11.196583664819217	-11.208764034898527	-11.502214343076362	-11.539112178253843	-11.518463044746763	-11.529196134888041	-11.792037363635949	-11.85008947185018	-12.006576837281273	-12.051437782006474	-12.20699599966617	-12.27808529542738	-12.30350879632967	-12.490139738575932	-12.527682645206701	-12.594284832407785	-12.63499368879643	-11.891807349524797	-11.912686537919603	-11.945014550266887	-11.977918004674141	-12.017308567019029	-12.052640364302256
-10.54313395268443	-10.62994826256796	-10.767575116132967	-10.899456505955799	-10.961131308245124	-11.060259755745157	-11.2136941925794	-11.219984000723725	-11.324903064414453	-11.425892011331994	-11.575988086518716	-11.633899078896576	-11.742847472561053	-11.736940674374239	-11.579458041579871	-11.878971971037256	-11.963367061275743	-12.18795636389549	-12.150304814203277	-12.364409267919996	-12.404345659673885	-12.561841610938597	-12.637779884689857	-12.59149096327223	-12.782190988996334	-12.911111986305142	-12.9260899461626	-12.753813356876563	-12.195165240157513	-12.224381820851649	-12.259278619395653	-12.297681488410495	-12.332494817014535
-10.764858835184347	-10.853444112231816	-10.940077763372337	-11.171756026554558	-11.204817045402335	-11.333684411489852	-11.329928618252413	-11.503451924951843	-11.63115285240369	-11.755585420384946	-11.764259233342276	-11.89824683405255	-11.964142797850792	-12.01685937580483	-11.962871064171233	-12.218268406384082	-12.065942459151362	-12.347776529757061	-12.54029469578298	-12.623486296448906	-12.72339189095948	-12.805186116368077	-12.836016426473764	-12.756094146454217	-13.075046392199816	-13.147176405182117	-13.07114982070235	-13.31837347737342	-12.482240236871442	-12.502006137498823	-12.534874117475857	-12.571055845640299	-12.607634709209082
-10.932416462226584	-11.112929035141763	-11.262669380115545	-11.34685717224524	-11.452399229250776	-11.593191970209558	-11.665000979380867	-11.782899166839272	-11.836951313245772	-11.96278575733425	-12.06309746715205	-12.176737446277802	-12.213619822987157	-12.287743999488606	-12.389090045916063	-12.491816971932684	-12.46039749972604	-12.557303875044049	-12.759645131042802	-12.800024187020055	-12.947779644321157	-12.950157608364446	-13.177071840872774	-13.17816035583537	-13.195040894544269	-13.40880580565215	-13.491605676230208	-13.560038271971267	-12.782506998127987	-12.77813172068671	-12.809184373272556	-12.844033693950516	-12.880718996601614
-11.228962796564478	-11.378225411674174	-11.502577495358775	-11.598590077920118	-11.66624335420624	-11.77427743218073	-11.922638071080762	-12.034023223660112	-12.097630265977884	-12.217400989022988	-12.295306391800274	-12.422768967244844	-12.469903975744183	-12.610343623402471	-12.591374574166842	-12.70273542843993	-12.367917419065545	-12.806257621073597	-13.005981925156032	-13.108244526014117	-13.181010992435137	-13.300487103306509	-13.391877820633267	-13.432044577654217	-13.576259698030464	-13.64363604751527	-13.698753018332557	-13.787559222551945	-13.820505316611598	-13.053620730006859	-13.080699801757309	-13.115874675410238	-13.152372486226076
-11.442411339761083	-11.634534096517415	-11.70031956019752	-11.870062136690903	-11.935168135180934	-12.111421351848545	-12.220689429764082	-12.27269828955556	-12.368344063243084	-12.475198513648074	-12.589040340649579	-12.695286841196177	-12.716981746832957	-12.8332846302216	-12.921928192465005	-12.951287493945095	-12.587041285019806	-13.155619558286133	-13.255245089016306	-13.364115164820817	-13.43182491731569	-13.494805823328747	-13.628817877537978	-13.760689029127066	-13.835194439937181	-13.776562642282798	-13.999326644914715	-14.105296214689208	-14.074815528962588	-13.33083857555188	-13.350079104208719	-13.385227200094244	-13.421590093561411
-11.698063026480057	-11.891057731500124	-12.051536644430643	-12.130961129893123	-12.163283704502048	-12.184058108910582	-12.413415691022678	-12.549914891642093	-12.654806696512024	-12.761130612258004	-12.85133063618802	-12.88619552588618	-13.012988037964933	-13.104964889804041	-13.13606087237951	-13.286455106525844	-13.23078851586185	-13.276228651698013	-13.312086424840972	-13.625531174970714	-13.652074915024613	-13.817247390773991	-13.882886106668652	-13.78956455226848	-14.050127116062118	-14.035640723496435	-14.172079599446457	-14.29745042928285	-14.276374350404877	-13.616462914352647	-13.617084064215575	-13.650080513462582	-13.6909691669557
-11.968520353484333	-12.091842341378598	-12.215953626542632	-12.316642295002604	-12.473593451547046	-12.580819614549874	-12.716330775880099	-12.808992446279358	-12.895898625515413	-12.939493174694194	-13.04601734202892	-13.167548236536804	-13.285783866922525	-13.322934030179253	-13.450434861820762	-13.455720032812325	-13.441735324858577	-13.371173518419885	-13.674085144671889	-13.878924492709096	-13.979956891998997	-14.055910213691662	-14.089188452530731	-14.240663250697558	-14.283791085159143	-14.385917821397864	-14.41483369387181	-14.550601318306418	-14.639814361565358	-14.507607972178521	-13.881710401413928	-13.9139945041475	-13.951704990041714
